Latitude,Longitude,NE Latitude,NE Longitude,SW Latitude,SW Longitude
39.2228606,-83.5070203,39.378736,-83.3435091,39.0188901,-83.8722141
37.3043154,-77.28720009999999,37.31738,-77.2527379,37.2578739,-77.337412
36.9288915,-76.6874701,37.15382700000001,-76.445301,36.6440501,-76.9302721
37.3002132,-76.8028933,37.467076,-76.57767489999999,37.15382700000001,-76.9158631
37.7298568,-76.8951551,37.972169,-76.645367,37.4313089,-77.186961
38.2372863,-77.1485163,38.4010219,-76.99767,38.141131,-77.3475588
37.7372121,-77.1485163,37.9102649,-76.7771309,37.517594,-77.345575
40.0466571,-76.17837390000001,40.315695,-75.87377409999999,39.7211309,-76.72162
26.6630286,-81.9534815,26.789551,-81.56217989999999,26.3162338,-82.3350399
38.0405837,-84.5037164,38.211404,-84.282715,37.8452559,-84.6604151
39.076767,-77.6536125,39.324598,-77.3262419,38.846368,-77.9621569
37.9925909,-77.973865,38.1525309,-77.687354,37.729719,-78.306607
36.92614349999999,-78.24761459999999,37.1200891,-78.0036389,36.7761689,-78.4930279
37.4140524,-79.1425869,37.4154013802915,-79.1412379197085,37.4127034197085,-79.14393588029151
38.9041402,-89.9253233,39.000047,-89.595103,38.655079,-90.27601200000001
38.7509488,-77.47526669999999,38.7814139,-77.4475099,38.707904,-77.5266778
38.7840035,-77.4697111,38.7882478,-77.42034,38.7534,-77.478911
36.6915262,-79.8725386,36.7153371,-79.82625879999999,36.643805,-79.904077
37.3912302,-76.317414,37.54222,-76.1363011,37.2783609,-76.451904
35.2632655,-80.8543847,35.515103,-80.550297,35.001728,-81.0580289
40.4111363,-74.35874729999999,40.608903,-74.203688,40.2511219,-74.6301009
40.2290075,-75.3878525,40.44708199999999,-75.0150659,39.9769549,-75.69678189999999
37.7478599,-78.8835548,38.0475649,-78.6407799,37.5356418,-79.1719261
37.4653757,-76.964306,37.6268868,-76.741984,37.3776651,-77.235057
37.0870821,-76.4730122,37.220645,-76.3616101,36.9306909,-76.64609279999999
36.8507689,-76.28587259999999,37.040886,-76.133872,36.820757,-76.3455689
40.7749283,-75.294569,40.9683021,-75.050839,40.53680000000001,-75.6089848
40.86743389999999,-76.6874701,41.175762,-76.380152,40.603502,-76.949221
41.0292217,-81.63817949999999,41.062551,-81.5888229,40.9822969,-81.688491
37.1148487,-78.0195387,37.29622,-77.795926,36.9826669,-78.2393539
33.7174708,-117.8311428,33.94751189999999,-117.4129869,33.33399199999999,-118.125901
38.63013309999999,-78.52065,38.830152,-78.284877,38.421486,-78.691362
36.6886252,-80.32131059999999,36.8721301,-80.041493,36.542485,-80.625744
37.2279279,-77.40192669999999,37.244993,-77.3306029,37.1645719,-77.454954
36.7440186,-79.4703885,37.137454,-79.092264,36.5407589,-79.71485489999999
37.1223664,-76.3457773,37.1978379,-76.13494109999999,37.096844,-76.41367
36.8354258,-76.2982742,36.9510589,-76.289962,36.786062,-76.420368
37.5643209,-77.88245959999999,37.691687,-77.6539871,37.4148349,-78.132048
44.0003383,-77.25049369999999,44.1777381,-76.49754899999999,43.6311389,-77.61617009999999
38.78492110000001,-76.8720961,39.131354,-76.6692499,38.53537190000001,-77.089524
38.7838939,-77.6077865,38.942822,-77.21898879999999,38.500926,-77.715591
34.75386150000001,-92.2236667,35.0144839,-92.029507,34.4893519,-92.75545179999999
37.13179239999999,-80.5764477,37.1510588,-80.506975,37.0896029,-80.5963891
38.6762327,-78.1564432,38.864909,-77.9354539,38.5207921,-78.33832
33.3205339,-82.08429009999999,33.5449331,-81.828336,33.227148,-82.353499
37.5354601,-77.4156723,37.5368090802915,-77.41432331970849,37.53411111970851,-77.41702128029151
37.2467123,-80.1205256,37.422435,-79.83963,37.108156,-80.2620609
37.2710404,-79.9450153,37.2723893802915,-79.94366631970848,37.2696914197085,-79.94636428029149
37.8062214,-79.5153773,38.0861049,-79.143367,37.5328869,-79.6887199
38.5825919,-78.8835548,38.8501019,-78.486003,38.206721,-79.224341
32.3552497,-85.1894045,32.5101569,-84.888246,32.061708,-85.434747
40.0530105,-111.673536,40.085387,-111.6282961,40.027409,-111.7070379
44.6834072,-93.54079089999999,44.8128099,-93.277942,44.5428629,-93.91156
38.8413778,-78.5660852,39.1028279,-78.3005439,38.6047189,-78.869276
36.8687921,-81.5596427,37.01842389999999,-81.26162,36.634318,-81.8368419
36.6788512,-77.10249019999999,36.996211,-76.8149409,36.543789,-77.50191699999999
38.204165,-77.6077865,38.378107,-77.370301,37.991157,-77.95481900000001
38.4334566,-77.4242972,38.5924989,-77.286202,38.2422249,-77.6352649
38.149576,-79.0716958,38.197439,-79.01220409999999,38.1211119,-79.1136169
36.7282054,-76.5835621,36.9418909,-76.3995669,36.5503439,-76.9309359
36.3743453,-80.6770787,36.5623499,-80.4401,36.2363829,-80.97461899999999
41.1288481,-74.6868815,41.357423,-74.3658969,40.899141,-74.992015
40.5522078,-89.4742177,40.7483881,-89.26374,40.319212,-89.9246799
36.8529263,-75.97798499999999,37.040886,-75.7974969,36.5504529,-76.2277601
39.4241422,-84.1857115,39.5896429,-83.9770049,39.255068,-84.3652369
45.5469616,-123.1386021,45.780105,-122.7433941,45.3171279,-123.4861419
38.068722,-78.8897783,38.0700709802915,-78.88842931970851,38.0673730197085,-78.89112728029151
40.2353963,-79.4703885,40.6800489,-78.974649,40.040397,-79.90495390000001
37.2707022,-76.7074571,37.3102838,-76.664357,37.247037,-76.742487
39.18410799999999,-78.164382,39.1854569802915,-78.16303301970851,39.1827590197085,-78.16573098029151
33.2895861,-97.69822719999999,33.4340569,-97.383015,32.9901939,-97.9216419
36.9484414,-81.0848477,37.0734049,-80.740483,36.757621,-81.3794269
34.9871367,-81.2518833,35.164891,-80.86503909999999,34.8203319,-81.492385
